state,candidate,party,year,candidatevotes
Pennsylvania,Donald Trump,2.0,2020,3378263
Pennsylvania,Jo Jorgensen,3.0,2020,79397
Pennsylvania,Joe Biden,1.0,2020,3459923
Rhode Island, Write-ins,3.0,2020,0
Rhode Island,Brian Carroll,3.0,2020,767
Rhode Island,Donald Trump,2.0,2020,199837
Rhode Island,Gloria La Riva,3.0,2020,843
Rhode Island,Jo Jorgensen,3.0,2020,5047
Rhode Island,Joe Biden,1.0,2020,306210
Rhode Island,Rocky De La Fuente,3.0,2020,923
South Carolina,Donald Trump,2.0,2020,1385103
South Carolina,Howie Hawkins,3.0,2020,6907
South Carolina,Jo Jorgensen,3.0,2020,27916
South Carolina,Joe Biden,1.0,2020,1091541
South Carolina,Rocky De La Fuente,3.0,2020,1862
South Dakota,Donald Trump,2.0,2020,261043
South Dakota,Jo Jorgensen,3.0,2020,11095
South Dakota,Joe Biden,1.0,2020,150471
Tennessee, Write-ins,3.0,2020,3665
Tennessee,Alyson Kennedy,3.0,2020,2571
Tennessee,Don Blankenship,3.0,2020,5350
Tennessee,Donald Trump,2.0,2020,1849820
Tennessee,Gloria La Riva,3.0,2020,2294
Tennessee,Howie Hawkins,3.0,2020,4532
Tennessee,Jo Jorgensen,3.0,2020,29812
Tennessee,Joe Biden,1.0,2020,1139376
Tennessee,Kanye West,3.0,2020,10258
Tennessee,Rocky De La Fuente,3.0,2020,1836
Texas, Write-ins,3.0,2020,8799
Texas,Donald Trump,2.0,2020,5890347
Texas,Howie Hawkins,3.0,2020,33396
Texas,Jo Jorgensen,3.0,2020,126243
Texas,Joe Biden,1.0,2020,5259126
Utah, Write-ins,3.0,2020,612
Utah,Brock Pierce,3.0,2020,2623
Utah,Don Blankenship,3.0,2020,5551
Utah,Donald Trump,2.0,2020,865140
Utah,Gloria La Riva,3.0,2020,1139
Utah,Howie Hawkins,3.0,2020,5053
Utah,Jo Jorgensen,3.0,2020,38447
Utah,Joe Biden,1.0,2020,560282
Utah,Joe McHugh,3.0,2020,2229
Utah,Kanye West,3.0,2020,7213
Vermont, Write-ins,3.0,2020,1942
Vermont,Alyson Kennedy,3.0,2020,195
Vermont,Blake Huber,3.0,2020,54
Vermont,Brian Carroll,3.0,2020,209
Vermont,Brock Pierce,3.0,2020,100
Vermont,Brooke Paige,3.0,2020,1175
Vermont,Christopher LaFontaine,3.0,2020,856
Vermont,Don Blankenship,3.0,2020,208
Vermont,Donald Trump,2.0,2020,112704
Vermont,Gary Swing,3.0,2020,141
Vermont,Gloria La Riva,3.0,2020,166
Vermont,Howie Hawkins,3.0,2020,1310
Vermont,Jerome Segal,3.0,2020,65
Vermont,Jo Jorgensen,3.0,2020,3608
Vermont,Joe Biden,1.0,2020,242820
Vermont,Kanye West,3.0,2020,1269
Vermont,Keith McCormic,3.0,2020,126
Vermont,Kyle Kopitke,3.0,2020,53
Vermont,Phil Collins,3.0,2020,137
Vermont,Richard Duncan,3.0,2020,213
Vermont,Rocky De La Fuente,3.0,2020,48
Vermont,Zachary Scalf,3.0,2020,29
Virginia, Write-ins,3.0,2020,19765
Virginia,Donald Trump,2.0,2020,1962430
Virginia,Jo Jorgensen,3.0,2020,64761
Virginia,Joe Biden,1.0,2020,2413568
Washington, Write-ins,3.0,2020,166
Washington,Alyson Kennedy,3.0,2020,2487
Washington,Donald Trump,2.0,2020,1584588
Washington,Gloria La Riva,3.0,2020,4839
Washington,Howie Hawkins,3.0,2020,18288
Washington,Jo Jorgensen,3.0,2020,80489
Washington,Joe Biden,1.0,2020,2369437
West Virginia, Write-ins,3.0,2020,0
West Virginia,Donald Trump,2.0,2020,545382
West Virginia,Howie Hawkins,3.0,2020,2599
West Virginia,Jo Jorgensen,3.0,2020,10687
West Virginia,Joe Biden,1.0,2020,235984
Wisconsin, Write-ins,3.0,2020,7825
Wisconsin,Brian Carroll,3.0,2020,5266
Wisconsin,Don Blankenship,3.0,2020,5143
Wisconsin,Donald Trump,2.0,2020,1610151
Wisconsin,Jo Jorgensen,3.0,2020,38333
Wisconsin,Joe Biden,1.0,2020,1630716
Wyoming, Write-ins,3.0,2020,1739
Wyoming,Brock Pierce,3.0,2020,2208
Wyoming,Donald Trump,2.0,2020,193559
Wyoming,Jo Jorgensen,3.0,2020,5768
Wyoming,Joe Biden,1.0,2020,73491
